                               * opamp testbench
                               Transient Analysis  Mon Jun 19 22:08:05  2023
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-5.20488e-05	5.204882e-05	0.000000e+00	
1	1.000000e-09	-5.20368e-05	5.212622e-05	-8.95824e-08	
2	2.000000e-09	-5.20362e-05	5.212492e-05	-8.87438e-08	
3	4.000000e-09	-5.20354e-05	5.212189e-05	-8.64759e-08	
4	8.000000e-09	-5.20342e-05	5.211959e-05	-8.54354e-08	
5	1.600000e-08	-5.20264e-05	5.211486e-05	-8.84999e-08	
6	3.200000e-08	-5.22592e-05	5.242544e-05	-1.67317e-07	
7	4.859532e-08	-6.38700e-05	6.402596e-05	-1.99716e-07	
8	6.653867e-08	-3.29927e-04	3.301298e-04	-2.51982e-07	
9	7.859950e-08	-2.27667e-04	2.286057e-04	-7.56082e-07	
10	8.995991e-08	-2.91367e-04	2.909631e-04	2.126706e-07	
11	1.000000e-07	-2.49608e-04	2.506233e-04	-8.23558e-07	
12	1.012026e-07	-2.61010e-04	2.610277e-04	-6.21084e-09	
13	1.036077e-07	-2.65599e-04	2.655822e-04	9.746587e-09	
14	1.084179e-07	-2.66555e-04	2.665665e-04	-6.33424e-09	
15	1.180384e-07	-2.66289e-04	2.662785e-04	5.438084e-09	
16	1.300071e-07	-2.66430e-04	2.664397e-04	-4.90308e-09	
17	1.539446e-07	-2.66341e-04	2.663316e-04	4.681612e-09	
18	2.018196e-07	-2.66411e-04	2.664203e-04	-4.58025e-09	
19	2.975696e-07	-2.66349e-04	2.663400e-04	4.531707e-09	
20	3.975696e-07	-2.66406e-04	2.664154e-04	-4.48648e-09	
21	4.975696e-07	-2.66353e-04	2.663446e-04	4.442454e-09	
22	5.975696e-07	-2.66402e-04	2.664110e-04	-4.39957e-09	
23	6.975696e-07	-2.66357e-04	2.663487e-04	4.357804e-09	
24	7.975696e-07	-2.66398e-04	2.664070e-04	-4.31711e-09	
25	8.975696e-07	-2.66361e-04	2.663525e-04	4.277451e-09	
26	9.975696e-07	-2.66395e-04	2.664035e-04	-4.23880e-09	
27	1.097570e-06	-2.66364e-04	2.663558e-04	4.201113e-09	
28	1.100000e-06	-2.66363e-04	2.663695e-04	-3.15067e-09	
29	1.101431e-06	-2.66477e-04	2.661917e-04	2.891712e-07	
30	1.104292e-06	-2.66407e-04	2.661115e-04	2.949366e-07	
31	1.110015e-06	-2.66425e-04	2.661317e-04	2.944532e-07	
32	1.121460e-06	-2.66314e-04	2.660186e-04	2.955864e-07	
33	1.144351e-06	-2.65457e-04	2.651560e-04	3.038182e-07	
34	1.165819e-06	-1.92975e-04	1.928167e-04	1.854826e-07	
35	1.181348e-06	-4.28806e-05	4.269962e-05	1.598118e-07	
36	1.188404e-06	-6.12592e-05	6.125595e-05	2.836295e-08	
37	1.195402e-06	-4.28898e-05	4.272293e-05	1.400276e-07	
38	1.200000e-06	-6.11833e-05	6.117231e-05	3.825379e-08	
39	1.200667e-06	-5.21363e-05	5.214049e-05	-7.15252e-10	
40	1.202000e-06	-5.19800e-05	5.197137e-05	1.812628e-10	
41	1.204667e-06	-5.20995e-05	5.210996e-05	-3.92662e-10	
42	1.210000e-06	-5.20031e-05	5.199207e-05	4.175765e-10	
43	1.220667e-06	-5.20913e-05	5.210255e-05	-4.27097e-10	
44	1.242000e-06	-5.20072e-05	5.199578e-05	4.311999e-10	
45	1.284666e-06	-5.20898e-05	5.210117e-05	-4.33171e-10	
46	1.369999e-06	-5.20081e-05	5.199670e-05	4.341181e-10	
47	1.469999e-06	-5.20892e-05	5.210071e-05	-4.34913e-10	
48	1.569999e-06	-5.20086e-05	5.199716e-05	4.356939e-10	
49	1.669999e-06	-5.20887e-05	5.210026e-05	-4.36460e-10	
50	1.769999e-06	-5.20091e-05	5.199761e-05	4.372124e-10	
51	1.869999e-06	-5.20883e-05	5.209980e-05	-4.37950e-10	
52	1.969999e-06	-5.20096e-05	5.199807e-05	4.386744e-10	
53	2.000000e-06	-5.20871e-05	5.209876e-05	-4.40973e-10	
54	2.006453e-06	-5.20366e-05	5.212404e-05	-8.75785e-08	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	2.019359e-06	-5.20204e-05	5.211135e-05	-9.09351e-08	
56	2.045172e-06	-6.01463e-05	6.035747e-05	-2.30176e-07	
57	2.069910e-06	-3.16943e-04	3.171501e-04	-2.62127e-07	
58	2.086037e-06	-2.28538e-04	2.293384e-04	-6.32112e-07	
59	2.100000e-06	-2.93502e-04	2.931253e-04	1.612255e-07	
60	2.101586e-06	-2.76440e-04	2.765506e-04	-8.43239e-08	
61	2.104757e-06	-2.65540e-04	2.655814e-04	-2.32041e-08	
62	2.111101e-06	-2.66560e-04	2.665311e-04	1.584663e-08	
63	2.120413e-06	-2.66329e-04	2.663529e-04	-1.27750e-08	
64	2.130315e-06	-2.66383e-04	2.663621e-04	1.067326e-08	
65	2.150121e-06	-2.66386e-04	2.664047e-04	-9.83209e-09	
66	2.189733e-06	-2.66370e-04	2.663511e-04	9.454463e-09	
67	2.263372e-06	-2.66390e-04	2.664077e-04	-9.26176e-09	
68	2.363372e-06	-2.66368e-04	2.663497e-04	9.124353e-09	
69	2.463372e-06	-2.66391e-04	2.664085e-04	-8.99056e-09	
70	2.563372e-06	-2.66367e-04	2.663491e-04	8.860331e-09	
71	2.663372e-06	-2.66392e-04	2.664089e-04	-8.73350e-09	
72	2.763372e-06	-2.66366e-04	2.663489e-04	8.610022e-09	
